run,replica,minute,waiting_mean,running_mean,kv_cache_mean
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,15,0.0,0.95,0.026378693769998122
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,16,0.0,1.35,0.0344626388104649
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,17,0.016666666666666666,1.6666666666666667,0.04879070205157161
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,18,0.0,0.9166666666666666,0.0317287784679089
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,19,0.0,0.8833333333333333,0.02501411631846415
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,20,0.0,2.152542372881356,0.06524610246054607
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,21,0.0,1.9166666666666667,0.059434406173536604
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,22,0.06666666666666667,1.35,0.06381046489742143
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,23,0.016666666666666666,1.2333333333333334,0.048654244306418216
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,24,0.016666666666666666,1.8833333333333333,0.05794278185582533
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,25,0.0,1.9322033898305084,0.050000478519269975
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,26,0.0,2.45,0.06452569169960475
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,27,0.0,2.0833333333333335,0.03350272915490307
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,28,0.0,1.5833333333333333,0.06515151515151515
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,29,0.08333333333333333,2.3,0.05244212309429701
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,30,0.0,0.9833333333333333,0.031559382646339174
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,31,0.0,0.9661016949152542,0.04082247892122616
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,32,0.05,1.2166666666666666,0.061782420478072655
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,33,0.0,1.1833333333333333,0.03144645209862601
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,34,0.0,1.2666666666666666,0.036829474872953134
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,35,0.13333333333333333,1.75,0.061504799548277804
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,36,0.0,2.4166666666666665,0.06098249576510446
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,37,0.016666666666666666,2.1,0.06469038208168643
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,38,0.0,1.5932203389830508,0.06519825053354898
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,39,0.016666666666666666,1.3666666666666667,0.03359213250517599
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,40,0.0,1.0166666666666666,0.01861942405420666
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,41,0.016666666666666666,1.05,0.04420760399021268
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,42,0.0,1.3,0.041271409749670626
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,43,0.0,2.05,0.06683135704874836
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,44,0.0,1.0169491525423728,0.05348888399735857
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,45,0.0,1.65,0.061655373611895346
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,46,0.0,1.85,0.03606719367588933
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,47,0.0,1.05,0.05479954827780915
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,48,0.0,0.7833333333333333,0.021127423301336348
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,49,0.0,2.4,0.040297383775644645
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,50,0.0,1.1864406779661016,0.036080352955813536
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,51,0.0,1.2833333333333334,0.07298607189911538
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,52,0.016666666666666666,1.1,0.04324769433465085
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,53,0.0,1.5166666666666666,0.03549313005834744
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,54,0.06666666666666667,1.3,0.028914925654056095
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,55,0.576271186440678,1.6271186440677967,0.0657820440429136
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,56,0.0,1.3166666666666667,0.0371682665160926
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,57,0.0,1.6666666666666667,0.037455298324863544
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,58,0.0,0.9166666666666666,0.01816299642386599
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r00,59,0.0,0.9666666666666667,0.023230754752493876
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,0,0.0,5.633333333333334,0.1956521739130435
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,1,0.0,2.9,0.0981554677206851
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,2,0.0,1.7118644067796611,0.03279292557111275
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,3,0.0,1.7,0.047223790702051564
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,4,0.0,2.1,0.036561264822134384
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,5,0.0,1.25,0.0316111424807077
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,6,0.03333333333333333,1.5166666666666666,0.03498494259363825
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,7,0.03333333333333333,3.7333333333333334,0.1570016939582157
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,8,0.01694915254237288,6.0,0.21097436093751495
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,9,0.35,11.716666666666667,0.34007152268021834
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,10,0.0,3.6666666666666665,0.049849425936382454
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,11,0.016666666666666666,4.066666666666666,0.061956521739130445
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,12,0.0,2.6333333333333333,0.0541313758705063
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,13,0.05,1.7166666666666666,0.03571428571428571
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,14,0.01694915254237288,1.1016949152542372,0.02720860569055116
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,15,0.0,1.25,0.027442123094297003
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,16,0.0,1.05,0.02387069452286843
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,17,0.0,0.9333333333333333,0.014017504234895544
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,18,0.0,0.8333333333333334,0.024454169019386407
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,19,0.0,1.0833333333333333,0.023917748917748928
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,20,0.13559322033898305,1.7796610169491525,0.05720219353233355
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,21,0.0,1.7166666666666666,0.06027197440240918
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,22,0.016666666666666666,2.3333333333333335,0.10786278938452852
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,23,0.05,4.95,0.17052042160737813
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,24,0.0,2.9166666666666665,0.15377376246941465
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,25,0.0,2.3389830508474576,0.03614734565360947
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,26,0.06666666666666667,3.25,0.06605025409373236
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,27,0.0,3.566666666666667,0.0764163372859025
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,28,0.0,1.7,0.03698004893657068
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,29,0.0,2.0166666666666666,0.07863259928477319
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,30,0.0,1.35,0.03920101637492942
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,31,0.0,1.6610169491525424,0.04900515843773029
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,32,0.0,1.4333333333333333,0.026209297948428387
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,33,0.016666666666666666,0.8,0.01657255787690571
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,34,0.03333333333333333,1.8333333333333333,0.05044701675136458
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,35,0.25,1.5833333333333333,0.04861660079051384
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,36,0.0,1.5333333333333334,0.04485695463956334
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,37,0.0,1.4406779661016949,0.07689326149164027
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,38,0.016666666666666666,0.8666666666666667,0.042899491812535294
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,39,0.0,0.8,0.017828910220214565
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,40,0.0,0.8166666666666667,0.02689629211368342
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,41,0.11666666666666667,4.3,0.212987012987013
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,42,0.016666666666666666,3.9833333333333334,0.1959768492377188
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,43,0.15254237288135594,2.305084745762712,0.08386528725511776
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,44,0.0,0.7833333333333333,0.02689629211368342
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,45,0.0,0.95,0.0247270845096932
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,46,0.0,0.9666666666666667,0.021748541313758706
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,47,0.0,2.3833333333333333,0.0820016939582157
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,48,0.0,3.45,0.055303030303030305
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,49,0.0,1.6101694915254237,0.03758290346352248
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,50,0.0,1.2,0.05015998494259364
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,51,0.0,1.55,0.060389610389610396
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,52,0.0,0.7666666666666667,0.03157349896480331
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,53,0.0,2.1333333333333333,0.06115659702616224
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,54,0.03389830508474576,1.6610169491525424,0.04501909291887184
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,55,0.2,1.9333333333333333,0.1122859025032938
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,56,0.016666666666666666,3.2,0.19324769433465086
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,57,0.0,1.95,0.0615330321852061
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,58,0.016666666666666666,1.95,0.06033314511575381
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r01,59,0.03333333333333333,1.3,0.02541878411443629
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,0,0.0,1.1833333333333333,0.028147939017504238
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,1,0.0,1.5,0.051190476190476196
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,2,0.0,1.728813559322034,0.03594158236752194
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,3,0.03333333333333333,1.85,0.03223696593261811
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,4,0.16666666666666666,1.35,0.03470261622435535
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,5,0.2,3.8333333333333335,0.10758516845473366
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,6,0.0,1.5,0.056239412761151894
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,7,0.0,1.6,0.030566534914361003
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,8,0.05084745762711865,2.0338983050847457,0.03700868033955727
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,9,0.016666666666666666,2.816666666666667,0.052145680406549974
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,10,0.06666666666666667,2.25,0.04837662337662337
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,11,0.0,1.8166666666666667,0.027192734801430453
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,12,0.0,1.8166666666666667,0.03459909655561829
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,13,0.05,2.6166666666666667,0.055270092226613964
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,14,0.0,1.5932203389830508,0.027916814210108238
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,15,0.0,1.2333333333333334,0.03411914172783738
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,16,0.0,0.8333333333333334,0.014535102578580834
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,17,0.0,1.1833333333333333,0.03889045736871823
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,18,0.0,0.7333333333333333,0.03208168642951252
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,19,0.0,0.8,0.01609730848861284
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,20,0.0,1.3559322033898304,0.04232981462163481
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,21,0.0,1.6666666666666667,0.09369941652550347
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,22,0.0,2.65,0.09433935629587803
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,23,0.0,3.033333333333333,0.11497270845096931
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,24,0.0,4.133333333333334,0.17190382081686428
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,25,0.06666666666666667,4.816666666666666,0.14629211368341805
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,26,0.01694915254237288,2.016949152542373,0.06725109820172459
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,27,0.0,3.1166666666666667,0.06395633352155092
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,28,0.0,2.05,0.06769245247506117
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,29,0.23333333333333334,2.1333333333333333,0.10552418595896858
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,30,0.0,1.2333333333333334,0.05519951063429324
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,31,0.0,1.6666666666666667,0.06401750423489554
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,32,0.0,1.2881355932203389,0.036989539568758424
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,33,0.0,2.033333333333333,0.04483813288161114
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,34,0.0,1.1666666666666667,0.05055994729907774
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,35,0.35,1.9,0.06390457368718239
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,36,0.0,1.75,0.04020798042537172
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,37,0.016666666666666666,1.8666666666666667,0.07062864671560325
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,38,0.0,2.288135593220339,0.13761257165826069
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,39,0.03333333333333333,2.2666666666666666,0.08946452098626012
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,40,0.0,1.0166666666666666,0.029536043666478443
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,41,0.16666666666666666,1.3333333333333333,0.044391116130246565
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,42,0.0,1.0333333333333334,0.031455862977602105
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,43,0.016666666666666666,1.1833333333333333,0.035234330886504794
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,44,0.05084745762711865,2.7457627118644066,0.04441615863870838
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,45,0.0,1.7666666666666666,0.04900244682853379
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,46,0.0,1.2666666666666666,0.02358836815358555
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,47,0.016666666666666666,2.683333333333333,0.06321757952192736
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,48,0.0,1.3333333333333333,0.02543760587238848
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,49,0.0,1.0666666666666667,0.02991718426501035
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,50,0.0,0.9661016949152542,0.041540257826182654
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,51,0.0,0.7,0.016812535290796165
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,52,0.0,0.9833333333333333,0.03824110671936758
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,53,0.0,1.7666666666666666,0.04026915113871636
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,54,0.0,2.3666666666666667,0.058469791078486724
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,55,0.05084745762711865,1.6101694915254237,0.05060341279943343
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,56,0.0,1.2,0.030255975908149827
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,57,0.0,1.0833333333333333,0.03972802559759081
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,r02,58,0.0,0.9333333333333333,0.026821005081874644
